"rn"	"deg.mb"	"bet.mb"	"clo.mb"	"eig.mb.vector"	"hubScore"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"120"	"BASV2214"	25	1047.77817098609	0.000570776255707763	0.569936531123899	0.569936531123899	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"nyackensis"
"121"	"BASV22263"	8	358.018002842687	0.000470588235294118	0.139798479330183	0.139798479330184	"Bacteria"	"Other"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Bellilinea"	"caldifistulae"
"122"	"BASV2248"	15	1469.40177145963	0.000617283950617284	0.144752100733647	0.144752100733648	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"friuliensis"
"123"	"BASV2264"	16	452.228172971625	0.000527983104540655	0.297927278089718	0.297927278089718	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"kaistensis"
"124"	"BASV22721"	12	197.568669067855	0.000479386385426654	0.011524865951402	0.0115248659514022	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Geodermatophilus"	"sabuli"
"125"	"BASV22782"	8	69.0892284029521	0.000429000429000429	0.00380482080241331	0.00380482080241348	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Thermomonosporaceae"	"Actinoallomurus"	"bryophytorum"
"126"	"BASV2290"	13	250.373663384164	0.000512820512820513	0.0212651885651592	0.0212651885651594	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	"alaniniphila"
"127"	"BASV22911"	11	141.10465686004	0.000455166135639508	0.00716121922671185	0.00716121922671196	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Shinella"	"fusca"
"128"	"BASV2293"	7	178.38633936497	0.000547045951859956	0.100016188294215	0.100016188294215	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Dyadobacter"	"alkalitolerans"
"129"	"BASV230"	25	866.207941207386	0.000590318772136954	0.706620128484535	0.706620128484535	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"mucosissima"
"130"	"BASV23038"	13	568.198522501072	0.000491642084562439	0.0136449791609505	0.0136449791609507	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"	"daecheongense"
"131"	"BASV2306"	13	338.380989100777	0.000527148128624143	0.0252315643595774	0.0252315643595775	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Lysinibacillus"	"massiliensis"
"132"	"BASV232"	14	114.036701689991	0.000520020800832033	0.357975682403717	0.357975682403717	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"ginsengisoli"
"133"	"BASV2333"	12	545.866972209518	0.000568828213879408	0.055390571249856	0.0553905712498562	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"luteus"
"134"	"BASV236"	15	300.414998449177	0.000568181818181818	0.391438420839701	0.391438420839701	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"longiquaesitum"
"135"	"BASV2364"	16	207.010545506668	0.000537345513164965	0.425810231275178	0.425810231275178	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Glycomycetales"	"Glycomycetaceae"	"Glycomyces"	"scopariae"
"136"	"BASV2392"	16	564.767478137331	0.000570450656018254	0.442640775705757	0.442640775705758	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"yanoikuyae"
"137"	"BASV2431"	12	575.420042319841	0.000527426160337553	0.0227555809020659	0.022755580902066	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"insulae"
"138"	"BASV24466"	5	116.3953645727	0.00048828125	0.0308311362561733	0.0308311362561733	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Nibrella"	"saemangeumensis"
"139"	"BASV250"	20	848.002761210798	0.000603500301750151	0.561500157585108	0.561500157585109	"Bacteria"	"Other"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Luteolibacter"	"gellanilyticus"
"140"	"BASV2512"	18	990.127140158163	0.00059206631142688	0.087185886213242	0.0871858862132425	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"ginsengisegetis"
"141"	"BASV2534"	8	305.587686382307	0.000550660792951542	0.0665812764099579	0.0665812764099581	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"italicus"
"142"	"BASV2558"	12	476.606855535448	0.000537345513164965	0.032918208863303	0.032918208863303	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"chilensis"
"143"	"BASV25588"	11	169.903589370114	0.00045004500450045	0.00605451272032111	0.00605451272032135	"Bacteria"	"Other"	"Deinococci"	"Deinococcales"	"Deinococcaceae"	"Deinococcus"	"aquatilis"
"144"	"BASV2584"	13	537.863614804945	0.000549450549450549	0.0333264660210271	0.0333264660210273	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"	"lacus"
"145"	"BASV260"	16	377.940079675917	0.000577367205542725	0.350978158712064	0.350978158712064	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	"colisei"
"146"	"BASV2617"	12	191.547128923696	0.000510725229826353	0.23610246194453	0.236102461944531	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Rathayibacter"	"tritici"
"147"	"BASV262"	16	390.072734550721	0.000560852495793606	0.382755439392894	0.382755439392894	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"pocheonensis"
"148"	"BASV2646"	9	294.362850259444	0.000525210084033613	0.0246600929263501	0.0246600929263502	"Bacteria"	"Other"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Stenotrophobacter"	"namibiensis"
"149"	"BASV267"	21	352.024524981886	0.000533333333333333	0.519408749037538	0.519408749037539	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"neptuniae"
"150"	"BASV2686"	14	227.468787211724	0.000508130081300813	0.242657741614963	0.242657741614963	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"	"ginsenosidimutans"
"151"	"BASV269"	21	348.243070326386	0.000556792873051225	0.548622331933385	0.548622331933386	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"	"terrae"
"152"	"BASV2697"	15	593.911437815048	0.000544662309368192	0.247011641893527	0.247011641893528	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	"digitatis"
"153"	"BASV27"	18	520.298461457996	0.000587199060481503	0.482243786235915	0.482243786235915	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"alpinus"
"154"	"BASV27297"	10	117.124134827567	0.000446428571428571	0.00661975191764156	0.00661975191764169	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"	"hungaricum"
"155"	"BASV273"	21	281.651302213627	0.000562429696287964	0.637932505822182	0.637932505822183	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Afipia"	"massiliensis"
"156"	"BASV2773"	12	754.422306313203	0.000575043128234618	0.0588112976859811	0.0588112976859813	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"	"soli"
"157"	"BASV280"	17	344.691519398241	0.000560538116591928	0.4588050016903	0.4588050016903	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Nakamurellaceae"	"Nakamurella"	"multipartita"
"158"	"BASV2842"	11	371.702347145571	0.000533049040511727	0.0355979976285471	0.0355979976285472	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	"ginsenosidimutans"
"159"	"BASV285"	15	1118.11909000921	0.000609756097560976	0.248616913154417	0.248616913154418	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Rhodanobacter"	"lindaniclasticus"
"160"	"BASV2861"	28	1949.65413600963	0.000609756097560976	0.64322850746624	0.643228507466241	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Pantoea"	"agglomerans"
"161"	"BASV2872"	15	1538.17945783944	0.000620347394540943	0.184924736292783	0.184924736292783	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"formosensis"
"162"	"BASV2911"	15	981.871881113841	0.000560852495793606	0.0425258516476467	0.0425258516476469	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Hydrogenophaga"	"palleronii"
"163"	"BASV2912"	15	568.38794874483	0.000568828213879408	0.388024142451879	0.388024142451879	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"	"fusiformis"
"164"	"BASV2929"	20	2010.30132315265	0.000636132315521629	0.380196190252147	0.380196190252148	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"brunescens"
"165"	"BASV2930"	14	357.824363826677	0.000515995872033024	0.0224965888003633	0.0224965888003634	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"starnbergensis"
"166"	"BASV2935"	16	533.366437185751	0.000543478260869565	0.331108811827924	0.331108811827924	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Saccharomonospora"	"viridis"
"167"	"BASV294"	16	364.11566090275	0.000582750582750583	0.441114014871608	0.441114014871608	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	"iriomotensis"
"168"	"BASV295"	18	311.73454366897	0.000579038795599305	0.560121113575222	0.560121113575223	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	"ailaonensis"
"169"	"BASV3008"	12	727.162010232797	0.000570450656018254	0.0478719434862157	0.0478719434862157	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Plantactinospora"	"endophytica"
"170"	"BASV3020"	9	469.767914506993	0.00056369785794814	0.178457739643279	0.178457739643279	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Dyadobacter"	"beijingensis"
"171"	"BASV3024"	13	582.849175458276	0.000567536889897843	0.0516856386382756	0.0516856386382757	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"alkalitolerans"
"172"	"BASV3030"	13	482.068006666211	0.000571102227298686	0.0683596075430096	0.0683596075430097	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Nitrosospira"	"multiformis"
"173"	"BASV306"	20	1267.69042253046	0.000612745098039216	0.49149519318881	0.49149519318881	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	"lindaniclasticum"
"174"	"BASV3095"	9	497.160571515353	0.0005720823798627	0.0642112541351135	0.0642112541351137	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Ammoniibacillus"	"agariperforans"
"175"	"BASV31"	24	826.313833260535	0.000600961538461538	0.621263059146123	0.621263059146124	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"	"aerolatum"
"176"	"BASV3107"	10	215.432526125864	0.000520562207183758	0.022174472708909	0.0221744727089091	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"rigiliprofundi"
"177"	"BASV3114"	12	922.311740639724	0.000568828213879408	0.14462437506139	0.14462437506139	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"riboflavina"
"178"	"BASV3129"	14	200.586233998732	0.000530222693531283	0.329335591077937	0.329335591077937	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"lautus"
"179"	"BASV3135"	11	201.393771911102	0.000523560209424084	0.174458069061677	0.174458069061677	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	"dechangensis"
"180"	"BASV3138"	15	1057.65950560034	0.000580383052814858	0.0725673496410308	0.0725673496410309	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"ginsengisoli"
"181"	"BASV3200"	7	322.982766109121	0.000525210084033613	0.0567789304749735	0.0567789304749736	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Glycomycetales"	"Glycomycetaceae"	"Glycomyces"	"lechevalierae"
"182"	"BASV322"	13	269.819581272933	0.000556792873051225	0.250141061155052	0.250141061155052	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Rhodanobacter"	"spathiphylli"
"183"	"BASV3232"	9	143.807008909672	0.000544662309368192	0.0397077288622424	0.0397077288622426	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"pyridinolyticus"
"184"	"BASV3248"	7	401.030259766183	0.000510986203372509	0.0790788150830886	0.0790788150830889	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"erysipheiresistens"
"185"	"BASV3276"	24	736.771391191527	0.000558971492453885	0.637179468966267	0.637179468966267	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"saccharophilum"
"186"	"BASV3277"	10	458.8289917461	0.000528820729772607	0.126674180735755	0.126674180735756	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"	"mexicana"
"187"	"BASV3295"	15	636.662891815778	0.000527426160337553	0.0248468447033709	0.024846844703371	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"infernus"
"188"	"BASV3296"	11	364.980068976645	0.000527148128624143	0.0219589816799405	0.0219589816799407	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Paenisporosarcina"	"quisquiliarum"
"189"	"BASV33354"	8	60.7275315502916	0.000418410041841004	0.00315901887032326	0.00315901887032335	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Spirosoma"	"aerophilum"
"190"	"BASV334"	21	912.403032463446	0.000573394495412844	0.475241577521585	0.475241577521586	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"pectinovorum"
"191"	"BASV3351"	13	548.996473001579	0.000489715964740451	0.0122135717093578	0.0122135717093579	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"alginolyticus"
"192"	"BASV3366"	12	925.296708835872	0.000575705238917674	0.0542692557183195	0.0542692557183197	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"melonis"
"193"	"BASV3377"	11	203.977542526158	0.000480769230769231	0.0116725913904759	0.0116725913904759	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"panaciterrae"
"194"	"BASV338"	11	838.306212772272	0.000572737686139748	0.0880564908559446	0.0880564908559448	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"koreensis"
"195"	"BASV3381"	8	109.960542893158	0.000476190476190476	0.0101492014609432	0.0101492014609433	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Micromonospora"	"ovatispora"
"196"	"BASV3385"	11	219.267305625095	0.000517866390471258	0.249618991832233	0.249618991832233	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"aquidurense"
"197"	"BASV3418"	12	1131.98703874945	0.000615006150061501	0.101052005458602	0.101052005458602	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Amycolatopsis"	"xylanica"
"198"	"BASV3429"	13	227.771918878403	0.000456829602558246	0.00864908121691119	0.00864908121691131	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Ureibacillus"	"defluvii"
"199"	"BASV3435"	18	1064.12812234733	0.000561167227833895	0.0431160545499027	0.0431160545499029	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"ponti"
"200"	"BASV3468"	16	823.173449320371	0.000587889476778366	0.0710526517535229	0.0710526517535231	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"palustris"
"201"	"BASV347"	12	132.954751675351	0.000498504486540379	0.221276375363341	0.221276375363341	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"facilis"
"202"	"BASV3471"	6	193.812081702858	0.000502260170768458	0.0536524170462131	0.0536524170462133	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylopilaceae"	"Methylopila"	"oligotropha"
"203"	"BASV3478"	11	1187.86107594346	0.000574052812858783	0.0503226146702393	0.0503226146702395	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Gracilibacillus"	"dipsosauri"
"204"	"BASV348"	15	339.335356090739	0.00056274620146314	0.315624064244025	0.315624064244025	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	"saxobsidens"
"205"	"BASV3490"	13	439.272406154292	0.000541711809317443	0.0373119094813533	0.0373119094813535	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Amycolatopsis"	"balhimycina"
"206"	"BASV3515"	9	142.515496728128	0.000464468183929401	0.00736091692099379	0.00736091692099389	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"harenae"
"207"	"BASV359"	22	896.009361786942	0.000580383052814858	0.563422945175664	0.563422945175665	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"dokdonensis"
"208"	"BASV3640"	15	1024.22728076407	0.000525210084033613	0.0196142177775974	0.0196142177775976	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"flavescens"
"209"	"BASV3652"	15	425.860630368917	0.000509943906170321	0.0212324823915194	0.0212324823915197	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"pygmaeum"
"210"	"BASV3686"	11	399.395254804196	0.000554938956714761	0.0363128657718114	0.0363128657718114	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"alkaliterrae"
"211"	"BASV37109"	3	106.772913292549	0.00043122035360069	0.00793504301513043	0.00793504301513051	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Cupriavidus"	"necator"
"212"	"BASV3777"	15	664.104387723818	0.000599161174355902	0.101629637681725	0.101629637681725	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Catellatospora"	"bangladeshensis"
"213"	"BASV3814"	19	2404.99575156721	0.000638162093171666	0.205410397177287	0.205410397177287	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Rufibacter"	"tibetensis"
"214"	"BASV3816"	11	339.852334542907	0.000488042947779405	0.0120663376269392	0.0120663376269393	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"oryziterrae"
"215"	"BASV384"	16	854.635339649902	0.00056785917092561	0.311196624429506	0.311196624429506	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	"ulmi"
"216"	"BASV3864"	10	354.81573324672	0.00055005500550055	0.135047112811329	0.135047112811329	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	"neolithicus"
"217"	"BASV3912"	11	347.92845748473	0.00049800796812749	0.137122670035201	0.137122670035201	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Virgisporangium"	"myanmarense"
"218"	"BASV393"	11	222.168840783537	0.00056785917092561	0.137104994477443	0.137104994477443	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"furvisabuli"
"219"	"BASV396"	16	1276.7527319419	0.000589970501474926	0.0725411370749528	0.0725411370749528	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Rathayibacter"	"oskolensis"
"220"	"BASV398"	16	764.23346501393	0.000578368999421631	0.351025867599316	0.351025867599316	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"soli"
"221"	"BASV4045"	17	2391.31374591519	0.000609756097560976	0.0734919096562407	0.073491909656241	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacterium"	"multivorum"
"222"	"BASV4084"	11	562.082868338521	0.000573065902578797	0.0689832245798498	0.0689832245798499	"Bacteria"	"Other"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"Archangium"	"gephyra"
"223"	"BASV4091"	8	103.548534624635	0.000494559841740851	0.14200736628006	0.14200736628006	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"prausnitzii"
"224"	"BASV4215"	12	506.942270212186	0.000521648408972353	0.0211890421824956	0.0211890421824957	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Parafrigoribacterium"	"mesophilum"
"225"	"BASV4274"	14	755.365851096223	0.000547945205479452	0.0323336615391622	0.0323336615391623	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"namucuonensis"
"226"	"BASV4281"	14	573.683893692444	5e-04	0.0157836437806358	0.0157836437806359	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	"daejeonensis"
"227"	"BASV4341"	13	545.728177529651	0.0005175983436853	0.0191782608224046	0.0191782608224047	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	"aerilata"
"228"	"BASV4357"	12	240.909272507293	0.000486854917234664	0.0119907656441121	0.0119907656441122	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	"denverensis"
"229"	"BASV4409"	13	422.556769486595	0.000564334085778781	0.0546736415162833	0.0546736415162834	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Mesorhizobium"	"australicum"
"230"	"BASV442"	17	1066.27768579486	0.000602409638554217	0.345290862343187	0.345290862343187	"Bacteria"	"Other"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"nitrificans"
"231"	"BASV4463"	14	180.455128301393	0.000468384074941452	0.0104928958112692	0.0104928958112695	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Yonghaparkia"	"alkaliphila"
"232"	"BASV448"	15	289.91894601965	0.000547945205479452	0.356319184620067	0.356319184620067	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Asticcacaulis"	"taihuensis"
"233"	"BASV4489"	13	437.503355792405	0.000520020800832033	0.0214336160568471	0.0214336160568471	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	"adelaidensis"
"234"	"BASV45"	21	363.775342671498	0.000549148819330038	0.567973708934438	0.567973708934439	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"ginsengisoli"
"235"	"BASV4507"	9	721.852325747722	0.000552486187845304	0.0387524826498584	0.0387524826498585	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"asahii"
"236"	"BASV4516"	14	451.942215535121	0.000587199060481503	0.173641223749112	0.173641223749112	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"	"ludipueritiae"
"237"	"BASV4519"	11	327.992643913599	0.000505561172901921	0.0148762721687138	0.0148762721687139	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"pocheonensis"
"238"	"BASV453"	18	663.844861426551	0.00056274620146314	0.408452240552832	0.408452240552832	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	"agilis"
"239"	"BASV4582"	8	143.688838537375	0.000494315373208107	0.0839375661724068	0.083937566172407	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"longum"
