"rn"	"deg.mb"	"bet.mb"	"clo.mb"	"eig.mb.vector"	"hubScore"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"121"	"BASV306"	11	378.826096671074	0.00074019245003701	0.512346428958926	0.512346428958926	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	"lindaniclasticum"
"122"	"BASV3078"	11	394.056910703338	0.000744601638123604	0.453500564535799	0.453500564535799	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Altererythrobacter"	"buctensis"
"123"	"BASV3095"	9	247.526766201903	0.000616142945163278	0.105499118590006	0.105499118590005	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Ammoniibacillus"	"agariperforans"
"124"	"BASV31"	10	172.16762866551	0.000646412411118293	0.474257227208141	0.474257227208141	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"	"aerolatum"
"125"	"BASV3107"	11	388.234865255211	0.000701262272089762	0.271141979336885	0.271141979336885	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"rigiliprofundi"
"126"	"BASV3114"	10	415.415716477728	0.000633312222925902	0.117491985379808	0.117491985379807	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"riboflavina"
"127"	"BASV3129"	12	528.355267676236	0.0007097232079489	0.271928646129011	0.27192864612901	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"lautus"
"128"	"BASV31339"	4	65.6738315157628	0.000643915003219575	0.0955655952937376	0.0955655952937374	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Chitinophaga"	"soli"
"129"	"BASV3135"	10	280.087499194932	0.000605326876513317	0.113186174536068	0.113186174536068	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	"dechangensis"
"130"	"BASV3138"	11	320.917947176081	0.000702740688685875	0.429527688963371	0.429527688963371	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"ginsengisoli"
"131"	"BASV322"	6	95.9787987339644	0.000641848523748395	0.113394099415021	0.113394099415021	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Rhodanobacter"	"spathiphylli"
"132"	"BASV3232"	11	566.891251656948	0.00073909830007391	0.376027638136827	0.376027638136827	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"pyridinolyticus"
"133"	"BASV3248"	10	551.653572445555	0.000716332378223496	0.253804643151025	0.253804643151025	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"erysipheiresistens"
"134"	"BASV3276"	11	479.996359170321	0.000733137829912023	0.500443136280409	0.500443136280409	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"saccharophilum"
"135"	"BASV3277"	12	584.569721700925	0.000718907260963336	0.595508917608324	0.595508917608324	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"	"mexicana"
"136"	"BASV3295"	6	68.8215651224201	0.000546746856205577	0.0511886587838484	0.0511886587838482	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"infernus"
"137"	"BASV3296"	9	237.364622086659	0.000696864111498258	0.355768985783522	0.355768985783522	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Paenisporosarcina"	"quisquiliarum"
"138"	"BASV334"	5	16.7480865853087	0.000580046403712297	0.122746402177152	0.122746402177152	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"pectinovorum"
"139"	"BASV3351"	9	287.592389571743	0.000600961538461538	0.0838220088081162	0.0838220088081162	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"alginolyticus"
"140"	"BASV3366"	16	1544.65986713218	0.000738007380073801	0.333078175661873	0.333078175661872	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"melonis"
"141"	"BASV3377"	10	331.57352069818	0.00072992700729927	0.386816806092878	0.386816806092877	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"panaciterrae"
"142"	"BASV338"	17	1040.28994332924	0.000738007380073801	0.945507244106349	0.945507244106348	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"koreensis"
"143"	"BASV3381"	9	278.253286512867	0.000603500301750151	0.0995630948496417	0.0995630948496414	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Micromonospora"	"ovatispora"
"144"	"BASV3385"	8	194.503822874887	0.000705218617771509	0.28997584256487	0.28997584256487	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"aquidurense"
"145"	"BASV3418"	12	865.187985718033	0.000732064421669107	0.285240408913384	0.285240408913384	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Amycolatopsis"	"xylanica"
"146"	"BASV3468"	12	643.351944573609	0.000745712155108128	0.470122030246835	0.470122030246834	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"palustris"
"147"	"BASV347"	6	33.8723691009374	0.000579374275782155	0.16014832142164	0.16014832142164	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"facilis"
"148"	"BASV3471"	6	176.99392570333	0.00068870523415978	0.186114021253731	0.186114021253731	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylopilaceae"	"Methylopila"	"oligotropha"
"149"	"BASV3478"	13	593.589922265458	0.00066006600660066	0.199008980278399	0.199008980278398	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Gracilibacillus"	"dipsosauri"
"150"	"BASV348"	11	241.173190125008	0.000661813368630046	0.480066470780639	0.480066470780638	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	"saxobsidens"
"151"	"BASV3490"	14	659.249586367765	0.000734753857457752	0.526520860226718	0.526520860226718	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Amycolatopsis"	"balhimycina"
"152"	"BASV3515"	10	165.632398488062	0.000580046403712297	0.0967860486840202	0.09678604868402	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"harenae"
"153"	"BASV359"	15	1384.84846097866	0.000797448165869219	0.757812539008026	0.757812539008026	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"dokdonensis"
"154"	"BASV3640"	11	520.048137706199	0.000627352572145546	0.0972978181503096	0.0972978181503092	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"flavescens"
"155"	"BASV3652"	6	105.195554956713	0.000576036866359447	0.0538444556980013	0.0538444556980012	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"pygmaeum"
"156"	"BASV3777"	6	95.9133115831374	0.000580720092915215	0.0551565504265887	0.0551565504265885	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Catellatospora"	"bangladeshensis"
"157"	"BASV3778"	12	888.137150904532	0.00073909830007391	0.3621693211867	0.3621693211867	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	"aquatica"
"158"	"BASV3814"	12	811.829291409971	0.00070323488045007	0.248912545057456	0.248912545057456	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Rufibacter"	"tibetensis"
"159"	"BASV3816"	9	480.096625052955	0.000704721634954193	0.227919252895109	0.227919252895108	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"oryziterrae"
"160"	"BASV3835"	10	495.686523840608	0.000653167864141084	0.144575567028775	0.144575567028774	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Fictibacillus"	"enclensis"
"161"	"BASV384"	16	601.501582013927	0.00069060773480663	0.821663169522513	0.821663169522513	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	"ulmi"
"162"	"BASV3864"	12	697.629685701602	0.000758150113722517	0.407223594761219	0.407223594761218	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	"neolithicus"
"163"	"BASV393"	8	130.548530054707	0.000656598818122127	0.395332820824917	0.395332820824916	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"furvisabuli"
"164"	"BASV396"	13	401.077307293873	0.000722543352601156	0.723512335060036	0.723512335060036	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Rathayibacter"	"oskolensis"
"165"	"BASV398"	9	140.658779436611	0.000651041666666667	0.401724969778671	0.401724969778671	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"soli"
"166"	"BASV4084"	9	387.797755162943	0.00072463768115942	0.285783479945849	0.285783479945848	"Bacteria"	"Other"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"Archangium"	"gephyra"
"167"	"BASV4182"	9	273.454903618737	0.000585480093676815	0.0634511001652923	0.063451100165292	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Micromonospora"	"luteiviridis"
"168"	"BASV4274"	10	561.464600457587	0.000693000693000693	0.23087373910792	0.23087373910792	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"namucuonensis"
"169"	"BASV4281"	12	725.397550765394	0.000744047619047619	0.560179472451256	0.560179472451256	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	"daejeonensis"
"170"	"BASV4333"	8	534.778065934947	0.000645577792123951	0.100186628689203	0.100186628689203	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Parasegetibacter"	"luojiensis"
"171"	"BASV4341"	8	292.648109517003	0.000633713561470215	0.115956448896424	0.115956448896424	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	"aerilata"
"172"	"BASV4357"	9	1036.7504040566	0.000719942404607631	0.208954702588257	0.208954702588257	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	"denverensis"
"173"	"BASV442"	11	288.389253984137	0.000675219446320054	0.536309202365852	0.536309202365852	"Bacteria"	"Other"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"nitrificans"
"174"	"BASV4463"	7	212.749801275485	0.000691562932226833	0.282355633665117	0.282355633665117	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Yonghaparkia"	"alkaliphila"
"175"	"BASV4489"	9	752.28761397521	0.000689655172413793	0.153108142443376	0.153108142443376	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	"adelaidensis"
"176"	"BASV45"	12	862.191796860595	0.000733137829912023	0.519310676440844	0.519310676440844	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"ginsengisoli"
"177"	"BASV4507"	7	93.5818957815837	0.00061652281134402	0.0948915450315753	0.0948915450315752	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"asahii"
"178"	"BASV4519"	12	633.594581330475	0.000693962526023595	0.218200981151222	0.218200981151221	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"pocheonensis"
"179"	"BASV453"	8	262.270136340066	0.000710732054015636	0.285261225847287	0.285261225847287	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	"agilis"
"180"	"BASV4609"	5	140.758545144145	0.000664893617021277	0.143298827418507	0.143298827418507	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Nitrosomonadaceae"	"Nitrosomonas"	"europaea"
"181"	"BASV461"	13	786.576690375847	0.00076219512195122	0.636862227487648	0.636862227487647	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	"gummiphilus"
"182"	"BASV4637"	7	347.684718373662	0.00067842605156038	0.150589600302856	0.150589600302856	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	"cellasea"
"183"	"BASV4659"	8	179.523755974348	0.000591366055588409	0.0771669165123911	0.0771669165123909	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Phyllobacterium"	"endophyticum"
"184"	"BASV4672"	12	441.745165901662	0.000716845878136201	0.622287366931682	0.622287366931681	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"mediterranea"
"185"	"BASV4683"	12	626.729453946237	0.000743494423791822	0.380209640534431	0.380209640534431	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"psychrolimnae"
"186"	"BASV4691"	14	1100.49211956583	0.0007627765064836	0.326415084145738	0.326415084145738	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"ginsengisoli"
"187"	"BASV4753"	7	157.338499626467	0.000591715976331361	0.0695222312989583	0.069522231298958	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"megaterium"
"188"	"BASV4800"	9	271.854137328849	0.000702247191011236	0.362409748842062	0.362409748842062	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"sanxanigenens"
"189"	"BASV4808"	7	262.141478990169	0.000689655172413793	0.158382021771624	0.158382021771623	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"	"jejuensis"
"190"	"BASV4969"	7	283.869951952614	0.000665335994677312	0.131184018964957	0.131184018964957	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Bogoriellaceae"	"Georgenia"	"muralis"
"191"	"BASV497"	8	209.034380444418	0.00069589422407794	0.241255294086566	0.241255294086566	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"aromaticiconvertens"
"192"	"BASV4985"	9	171.703060738239	0.000582750582750583	0.0745971133935115	0.0745971133935113	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Ureibacillus"	"thermosphaericus"
"193"	"BASV5015"	9	304.10309789592	0.000677506775067751	0.198228405344183	0.198228405344183	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"marinum"
"194"	"BASV5018"	11	728.287603260376	0.000678886625933469	0.202818458535899	0.202818458535899	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"marinus"
"195"	"BASV5056"	9	229.299534036182	0.000624219725343321	0.121284707407312	0.121284707407312	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Oceanobacillus"	"luteolus"
"196"	"BASV5058"	9	233.539468732331	0.000629722921914358	0.119653997045196	0.119653997045196	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Nibribacter"	"koreensis"
"197"	"BASV5121"	10	342.255932833487	0.000696378830083565	0.434944351511777	0.434944351511777	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Glycomycetales"	"Glycomycetaceae"	"Glycomyces"	"mayteni"
"198"	"BASV513"	10	306.02872522036	0.000673400673400673	0.342190904840976	0.342190904840977	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Micromonospora"	"coriariae"
"199"	"BASV517"	9	293.773662946255	0.000722543352601156	0.308690797946424	0.308690797946423	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Cereibacter"	"changlensis"
"200"	"BASV5216"	7	112.850368112687	0.000651465798045603	0.187160974894891	0.187160974894891	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Cupriavidus"	"campinensis"
"201"	"BASV5230"	7	92.6110842111748	0.000590318772136954	0.0718036647543515	0.0718036647543513	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"foraminis"
"202"	"BASV5235"	16	1719.32889332168	0.000791765637371338	0.606489562479665	0.606489562479665	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"alkalitolerans"
"203"	"BASV5248"	12	1139.13613662447	0.000734753857457752	0.282904382555209	0.282904382555209	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"antibioticus"
"204"	"BASV525"	10	310.721396068256	0.000698812019566737	0.30738028185784	0.30738028185784	"Bacteria"	"Firmicutes"	"Bacilli"	"Thermoactinomycetales"	"Thermoactinomycetaceae"	"Planifilum"	"composti"
"205"	"BASV5313"	7	68.8491451587545	0.000586854460093897	0.0857033389033125	0.0857033389033122	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	"phenoliresistens"
"206"	"BASV5326"	7	115.037506434892	0.000675675675675676	0.353775143974171	0.353775143974171	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"aurea"
"207"	"BASV5329"	13	920.298201059013	0.000732064421669107	0.291003301023383	0.291003301023383	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Aurantisolimonas"	"haloimpatiens"
"208"	"BASV5371"	14	1812.64201398404	0.000801924619085806	0.633620170893245	0.633620170893246	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Dyadobacter"	"fermentans"
"209"	"BASV5401"	13	624.534933406387	0.00072463768115942	0.403319447977547	0.403319447977547	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Chryseobacterium"	"ginsengiterrae"
"210"	"BASV5460"	10	183.38281312537	0.000597728631201434	0.107358828158293	0.107358828158293	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Actinotalea"	"solisilvae"
"211"	"BASV5479"	9	177.957089842828	0.000580046403712297	0.085290891335698	0.0852908913356976	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingoaurantiacus"	"polygranulatus"
"212"	"BASV556"	8	164.033618900243	0.000649350649350649	0.324959427227389	0.324959427227389	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"erythreum"
"213"	"BASV5633"	9	204.734618518734	0.000583771161704612	0.0748329960158132	0.0748329960158128	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	"ginkgonis"
"214"	"BASV5657"	7	66.9360892912026	0.000556173526140156	0.0555142915203505	0.0555142915203503	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"sandramycini"
"215"	"BASV570"	7	137.690740551082	0.0006265664160401	0.218839988541912	0.218839988541912	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Methylophilaceae"	"Methylophilus"	"flavus"
"216"	"BASV584"	8	252.599056367681	0.000672947510094213	0.268027242834852	0.268027242834852	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"kribbensis"
"217"	"BASV5863"	12	1028.03909637802	0.000683526999316473	0.174182783263834	0.174182783263834	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Aliihoeflea"	"aestuarii"
"218"	"BASV5866"	11	639.089110938774	0.00068259385665529	0.190569842201868	0.190569842201867	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"populi"
"219"	"BASV588"	11	807.323703865152	0.00074019245003701	0.356940923358606	0.356940923358606	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Nitrobacter"	"vulgaris"
"220"	"BASV5983"	8	384.081940976795	0.000706214689265537	0.245983543339994	0.245983543339994	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	"lacus"
"221"	"BASV5999"	10	527.11739839592	0.000715819613457409	0.236786151191312	0.236786151191312	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Methylibium"	"petroleiphilum"
"222"	"BASV6013"	14	946.118195316886	0.000697350069735007	0.245306248079771	0.24530624807977	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	"massiliensis"
"223"	"BASV603"	14	1024.42819497714	0.000777000777000777	0.499836386358707	0.499836386358706	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	"psychrolactophilus"
"224"	"BASV6067"	9	233.706743709905	0.000702247191011236	0.271356268616892	0.271356268616892	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"	"fluminis"
"225"	"BASV61"	9	338.195656226786	0.000651890482398957	0.153920586120811	0.153920586120811	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Terrabacter"	"tumescens"
"226"	"BASV6172"	16	1269.75879410669	0.000710227272727273	0.274568912660759	0.274568912660759	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Bogoriellaceae"	"Georgenia"	"soli"
"227"	"BASV6187"	6	107.340928519238	0.000639795265515035	0.119278558844082	0.119278558844082	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Amycolatopsis"	"rhabdoformis"
"228"	"BASV62"	13	190.552686074219	0.000645161290322581	0.715465480254369	0.715465480254368	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"jaspsi"
"229"	"BASV6245"	11	734.95519372505	0.00076219512195122	0.408306074660769	0.408306074660769	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"violaceinigra"
"230"	"BASV627"	11	264.424266206835	0.000681663258350375	0.475478177931417	0.475478177931417	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Allokutzneria"	"albata"
"231"	"BASV6405"	8	239.069347652564	0.000630914826498423	0.102008070785196	0.102008070785195	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"daqingensis"
"232"	"BASV6417"	12	521.765800100362	0.000702247191011236	0.280217185063659	0.280217185063658	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Ornithinimicrobium"	"kibberense"
"233"	"BASV6443"	4	57.0765781938952	0.000620732464307883	0.0692506992222305	0.0692506992222305	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"wittichii"
"234"	"BASV645"	13	731.92096859039	0.000747384155455904	0.627156188641536	0.627156188641536	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Streptosporangiaceae"	"Nonomuraea"	"maritima"
"235"	"BASV6531"	10	483.052223909774	0.000708215297450425	0.317913233010703	0.317913233010703	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Virgisporangium"	"ochraceum"
"236"	"BASV6575"	9	245.8111526606	0.000607533414337789	0.0989803154986951	0.0989803154986949	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Hyphomicrobium"	"methylovorum"
"237"	"BASV66"	15	805.056771027054	0.000739644970414201	0.875749488229857	0.875749488229857	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"flevense"
"238"	"BASV6664"	8	125.883718064596	0.000618046971569839	0.119616824941063	0.119616824941063	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	"tumbae"
"239"	"BASV673"	9	206.004172104877	0.000695410292072323	0.547611998066076	0.547611998066076	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	"hankyongensis"
"240"	"BASV6737"	12	791.284469555066	0.000766871165644172	0.501226849038505	0.501226849038505	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Hydrogenophaga"	"taeniospiralis"
"241"	"BASV6833"	9	491.504705372137	0.000692520775623269	0.187930051233252	0.187930051233251	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"consociata"
